laptop_name,laptop_url,laptop_price,laptop_manufacturer,laptop_resolution,laptop_processor_class,laptop_ram_type,laptop_ram,laptop_storage,laptop_graphic_card,laptop_graphic_card_memory,laptop_image_link
NEŠIOJAMASIS KOMPIUTERIS ACER ASPIRE 3 N4020/4GB/128GB SSD/WIN10S,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/neiojamasis-kompiuteris-acer-aspire-3-n4020-4gb-128gb-ssd-win10s,359.99,,1366 x 768 (HD),Intel Celeron,DDR4,4,128,INTEL UHD GRAPHICS 600,,https://avitela.lt/image/cache/catalog/p/98/307/308/39794/acer-aspire-3-a315-22-22g-34-wp-win10-01_8-1080x1000.png
NEŠIOJAMASIS KOMPIUTERIS ACER ASPIRE 3 N4020/4GB/128GB SSD/WIN10S,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/neiojamasis-kompiuteris-acer-aspire-3-n4020-4gb-128gb-ssd-win10s,359.99,,1366 x 768 (HD),Intel Celeron,DDR4,4,128,INTEL UHD GRAPHICS 600,,https://avitela.lt/image/cache/catalog/p/98/307/308/39794/acer-aspire-3-a315-22-22g-34-wp-win10-01_8-1080x1000.png
"NEŠIOJAMASIS KOMPIUTERIS HUAWEI MATEBOOK D 14""RYZEN R5-3500Y/8GB/512GB SSD/WIN10",https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-huawei-matebook-d-14-ryzen-r5-3500y-8gb-512gb-ssd-win10,699.99,,1920 x 1080 (FHD),Ryzen 5 3500U,DDR4,8,512,AMD RADEON VEGA 8 GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/21061/huawei-matebook-d14-2020-8512gb-front1-1080x1000.png
NEŠIOJAMASIS KOMPIUTERIS LENOVO IDEAPAD L340 17 RYZEN 3 3200U/4GB/256GB SSD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-lenovo-ideapad-l340-17-ryzen-3-3200u-4gb-256gb-ssd-win10,619.99,,1920 x 1080 (FHD),AMD,DDR4,4,256,AMD RADEON VEGA 3 GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/40214/4ed00340c5ebd96f662a461faf6c9993-1080x1000.jpg
"NEŠIOJAMASIS KOMPIUTERIS HUAWEI MATEBOOK D 15.6"" RYZEN R5-3500U/8GB/256GB SSD/WIN10",https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-huawei-matebook-d-15-6-ryzen-r5-3500u-8gb-256gb-ssd-win10,659.99,,1920 x 1080 (FHD),Ryzen 5 3500U,DDR4,8,256,AMD RADEON VEGA 8 GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/21062/13121630634014_1-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS DELL G3 15 3590 I5-9300H/8GB/512GB SSD/GTX1650-4GB/UBUNTU,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-dell-g3-15-3590-i5-9300h-8gb-512gb-ssd-gtx1650-4gb-ubuntu,909.99,,1920 x 1080 (FHD),i5-9300H,DDR4,8,512,NVIDIA GEFORCE GTX 1650,,https://avitela.lt/image/cache/catalog/p/98/307/308/20579/q_3-1080x1000.png
NEŠIOJAMAS KOMPIUTERIS ASUS VIVOBOOK 15 A512JA-EJ620T SZARY CORE I3-1005G LCD:15.6'' FHD RAM:4GB SSD,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/neiojamas-kompiuteris-asus-vivobook-15-a512ja-ej620t-szary-core-i3-1005g-lcd-15-6-fhd-ram-4gb-ssd-2,609.99,,1920 x 1080 (FHD),i3,DDR4,4,256,INTEL UHD GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/39906/image-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS HP LAPTOP 15-DB1130NA RYZEN 5 3500U/4GB/128GB SSD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-hp-laptop-15-db1130na-ryzen-5-3500u-4gb-128gb-ssd-win10,519.99,,1366 x 768 (HD),Ryzen 5 3500U,DDR4,4,128,AMD RADEON VEGA 8 GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/21116/c06226514-1080x1000.png
NEŠIOJAMASIS KOMPIUTERIS ACER ASPIRE A514-53-54Z4 SILVER I5-1035G1/8GB/256GB SSD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-acer-aspire-a514-53-54z4-silver-i5-1035g1-8gb-256gb-ssd-win10,679.99,,1920 x 1080 (FHD),i5-1035G1,DDR4,8,256,INTEL UHD GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/20625/showimage_2__2-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS ACER ASPIRE 3 CORE I3-1005G1/4GB/512GB SSD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-acer-aspire-3-core-i3-1005g1-4gb-512gb-ssd-win10,559.99,,1920 x 1080 (FHD),i3-1005G1,DDR4,4,512,INTEL UHD GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/21113/8a719d5545cb42e4724e864d8d59bd71-1080x1000.jpg
NEŠ. KOMP. ASUS VIVOBOOK S410UA-EB031T INTEL CORE I5-8250U/4GB/256GB SSD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nes-komp-asus-vivobook-s410ua-eb031t-intel-core-i5-8250u-4gb-256gb-ssd-win10,727.72,,1920 x 1080 (FHD),i5,DDR4,4,256,INTEL HD GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/4103/fhgjfghjf-1080x1000.jpg
NEŠIOJAMAS KOMPIUTERIS LENOVO 14' LENOVO V14 R3-3250U/14FHD/4GB/256SSD/W10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/neiojamas-kompiuteris-lenovo-14-lenovo-v14-r3-3250u-14fhd-4gb-256ssd-w10,484.99,,1920 x 1080 (FHD),Ryzen R3,DDR4,4,256,AMD,,https://avitela.lt/image/cache/catalog/p/98/307/308/39817/000-1080x1000.jpg
NEŠIOJAMAS KOMPIUTERIS MACBOOK PRO 13.3 RETINA WITH TOUCH BAR QC I5 1.4GHZ/8GB/128GB/INTEL IRIS PRO,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamas-kompiuteris-macbook-pro-13-3-retina-with-touch-bar-qc-i5-1-4ghz-8gb-128gb-intel-iris-p,1550,,2560 x1600 (QHD),i5,DDR3,8,128,INTEL,,https://avitela.lt/image/cache/catalog/p/98/307/308/8060/1477592643_1293733-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS LENOVO YOGA SLIM 7 I5-1035G1/14FHD/12GB/512GB SSD/MX330-2GB/WIN10 SLATE GR,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/neiojamasis-kompiuteris-lenovo-yoga-slim-7-i5-1035g1-14fhd-12gb-512gb-ssd-mx330-2gb-win10-slate-gr,899.9,,1920 x 1080 (FHD),i5,DDR4,12,512,NVIDIA GEFORCE MX330,,https://avitela.lt/image/cache/catalog/p/98/307/308/39793/Screenshot_65-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS APPLE MACBOOK AIR 13” RETINA DC I3 1.1GHZ/8GB/256GB/INTEL IRISPLUS/SPACE,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-apple-macbook-air-13-retina-dc-i3-1-1ghz-8gb-256gb-intel-iris-plus-space,1219.99,,2560 x1600 (QHD),i3,,8,256,INTEL IRIS PLUS GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/20998/space-grey-kompiuteris-apple-retina-13-1080x1000.png
NEŠIOJAMASIS KOMPIUTERIS HP ENVY 13-AH1006NO I5-8265U/13.3FHD/8GB/256GB SSD/PALE GOLD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-hp-envy-13-ah1006no-i5-8265u-13-3fhd-8gb-256gb-ssd-pale-gold-win10,919.99,,1920 x 1080 (FHD),i5-8265U,DDR3,8,256,INTEL HD GRAPHICS 620,,https://avitela.lt/image/cache/catalog/p/98/307/308/6477/ic_61039173_8506911724_1-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS LENOVO LEGION 5 INTEL CORE I5-10300H/8GB/512GB SSD/GTX1660TI-6GB/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-lenovo-legion-5-intel-core-i5-10300h-8gb-512gb-ssd-gtx1660ti-6gb-win10,1099.99,,1920 x 1080 (FHD),i5-10300H,DDR4,8,512,NVIDIA GEFORCE GTX 1660 TI,,https://avitela.lt/image/cache/catalog/p/98/307/308/21352/a52f4bf1-bd84-4cb1-ba9d-2384d6872848-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS ACER SWIFT 3 I5-1035G1/8GB/256GB SSD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/neiojamasis-kompiuteris-acer-swift-3-i5-1035g1-8gb-256gb-ssd-win10,729.99,,1920 x 1080 (FHD),i5,,8,256,INTEL UHD GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/21501/acer-swift-3-14-core-i5-8gb-512gb-ssd-laptop-iron-b-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS ACER ASPIRE 3 CORE I3-10110U/17.3'/4GB/512GB SSD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-acer-aspire-3-core-i3-10110u-17-3-4gb-512gb-ssd-win10,629.99,,1600 x 900 (HD+),i3,DDR4,4,512,INTEL UHD GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/40127/Screenshot_16-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS ACER ASPIRE 3 N4020/4GB/128GB SSD/WIN10S,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/neiojamasis-kompiuteris-acer-aspire-3-n4020-4gb-128gb-ssd-win10s,359.99,,1366 x 768 (HD),Intel Celeron,DDR4,4,128,INTEL UHD GRAPHICS 600,,https://avitela.lt/image/cache/catalog/p/98/307/308/39794/acer-aspire-3-a315-22-22g-34-wp-win10-01_8-1080x1000.png
NEŠIOJAMASIS KOMPIUTERIS ACER ASPIRE 3 N4020/4GB/128GB SSD/WIN10S,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/neiojamasis-kompiuteris-acer-aspire-3-n4020-4gb-128gb-ssd-win10s,359.99,,1366 x 768 (HD),Intel Celeron,DDR4,4,128,INTEL UHD GRAPHICS 600,,https://avitela.lt/image/cache/catalog/p/98/307/308/39794/acer-aspire-3-a315-22-22g-34-wp-win10-01_8-1080x1000.png
"NEŠIOJAMASIS KOMPIUTERIS HUAWEI MATEBOOK D 14""RYZEN R5-3500Y/8GB/512GB SSD/WIN10",https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-huawei-matebook-d-14-ryzen-r5-3500y-8gb-512gb-ssd-win10,699.99,,1920 x 1080 (FHD),Ryzen 5 3500U,DDR4,8,512,AMD RADEON VEGA 8 GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/21061/huawei-matebook-d14-2020-8512gb-front1-1080x1000.png
NEŠIOJAMASIS KOMPIUTERIS LENOVO IDEAPAD L340 17 RYZEN 3 3200U/4GB/256GB SSD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-lenovo-ideapad-l340-17-ryzen-3-3200u-4gb-256gb-ssd-win10,619.99,,1920 x 1080 (FHD),AMD,DDR4,4,256,AMD RADEON VEGA 3 GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/40214/4ed00340c5ebd96f662a461faf6c9993-1080x1000.jpg
"NEŠIOJAMASIS KOMPIUTERIS HUAWEI MATEBOOK D 15.6"" RYZEN R5-3500U/8GB/256GB SSD/WIN10",https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-huawei-matebook-d-15-6-ryzen-r5-3500u-8gb-256gb-ssd-win10,659.99,,1920 x 1080 (FHD),Ryzen 5 3500U,DDR4,8,256,AMD RADEON VEGA 8 GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/21062/13121630634014_1-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS DELL G3 15 3590 I5-9300H/8GB/512GB SSD/GTX1650-4GB/UBUNTU,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-dell-g3-15-3590-i5-9300h-8gb-512gb-ssd-gtx1650-4gb-ubuntu,909.99,,1920 x 1080 (FHD),i5-9300H,DDR4,8,512,NVIDIA GEFORCE GTX 1650,,https://avitela.lt/image/cache/catalog/p/98/307/308/20579/q_3-1080x1000.png
NEŠIOJAMAS KOMPIUTERIS ASUS VIVOBOOK 15 A512JA-EJ620T SZARY CORE I3-1005G LCD:15.6'' FHD RAM:4GB SSD,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/neiojamas-kompiuteris-asus-vivobook-15-a512ja-ej620t-szary-core-i3-1005g-lcd-15-6-fhd-ram-4gb-ssd-2,609.99,,1920 x 1080 (FHD),i3,DDR4,4,256,INTEL UHD GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/39906/image-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS HP LAPTOP 15-DB1130NA RYZEN 5 3500U/4GB/128GB SSD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-hp-laptop-15-db1130na-ryzen-5-3500u-4gb-128gb-ssd-win10,519.99,,1366 x 768 (HD),Ryzen 5 3500U,DDR4,4,128,AMD RADEON VEGA 8 GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/21116/c06226514-1080x1000.png
NEŠIOJAMASIS KOMPIUTERIS ACER ASPIRE A514-53-54Z4 SILVER I5-1035G1/8GB/256GB SSD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-acer-aspire-a514-53-54z4-silver-i5-1035g1-8gb-256gb-ssd-win10,679.99,,1920 x 1080 (FHD),i5-1035G1,DDR4,8,256,INTEL UHD GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/20625/showimage_2__2-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS ACER ASPIRE 3 CORE I3-1005G1/4GB/512GB SSD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-acer-aspire-3-core-i3-1005g1-4gb-512gb-ssd-win10,559.99,,1920 x 1080 (FHD),i3-1005G1,DDR4,4,512,INTEL UHD GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/21113/8a719d5545cb42e4724e864d8d59bd71-1080x1000.jpg
NEŠ. KOMP. ASUS VIVOBOOK S410UA-EB031T INTEL CORE I5-8250U/4GB/256GB SSD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nes-komp-asus-vivobook-s410ua-eb031t-intel-core-i5-8250u-4gb-256gb-ssd-win10,727.72,,1920 x 1080 (FHD),i5,DDR4,4,256,INTEL HD GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/4103/fhgjfghjf-1080x1000.jpg
NEŠIOJAMAS KOMPIUTERIS LENOVO 14' LENOVO V14 R3-3250U/14FHD/4GB/256SSD/W10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/neiojamas-kompiuteris-lenovo-14-lenovo-v14-r3-3250u-14fhd-4gb-256ssd-w10,484.99,,1920 x 1080 (FHD),Ryzen R3,DDR4,4,256,AMD,,https://avitela.lt/image/cache/catalog/p/98/307/308/39817/000-1080x1000.jpg
NEŠIOJAMAS KOMPIUTERIS MACBOOK PRO 13.3 RETINA WITH TOUCH BAR QC I5 1.4GHZ/8GB/128GB/INTEL IRIS PRO,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamas-kompiuteris-macbook-pro-13-3-retina-with-touch-bar-qc-i5-1-4ghz-8gb-128gb-intel-iris-p,1550,,2560 x1600 (QHD),i5,DDR3,8,128,INTEL,,https://avitela.lt/image/cache/catalog/p/98/307/308/8060/1477592643_1293733-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS LENOVO YOGA SLIM 7 I5-1035G1/14FHD/12GB/512GB SSD/MX330-2GB/WIN10 SLATE GR,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/neiojamasis-kompiuteris-lenovo-yoga-slim-7-i5-1035g1-14fhd-12gb-512gb-ssd-mx330-2gb-win10-slate-gr,899.9,,1920 x 1080 (FHD),i5,DDR4,12,512,NVIDIA GEFORCE MX330,,https://avitela.lt/image/cache/catalog/p/98/307/308/39793/Screenshot_65-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS APPLE MACBOOK AIR 13” RETINA DC I3 1.1GHZ/8GB/256GB/INTEL IRISPLUS/SPACE,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-apple-macbook-air-13-retina-dc-i3-1-1ghz-8gb-256gb-intel-iris-plus-space,1219.99,,2560 x1600 (QHD),i3,,8,256,INTEL IRIS PLUS GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/20998/space-grey-kompiuteris-apple-retina-13-1080x1000.png
NEŠIOJAMASIS KOMPIUTERIS HP ENVY 13-AH1006NO I5-8265U/13.3FHD/8GB/256GB SSD/PALE GOLD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-hp-envy-13-ah1006no-i5-8265u-13-3fhd-8gb-256gb-ssd-pale-gold-win10,919.99,,1920 x 1080 (FHD),i5-8265U,DDR3,8,256,INTEL HD GRAPHICS 620,,https://avitela.lt/image/cache/catalog/p/98/307/308/6477/ic_61039173_8506911724_1-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS LENOVO LEGION 5 INTEL CORE I5-10300H/8GB/512GB SSD/GTX1660TI-6GB/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-lenovo-legion-5-intel-core-i5-10300h-8gb-512gb-ssd-gtx1660ti-6gb-win10,1099.99,,1920 x 1080 (FHD),i5-10300H,DDR4,8,512,NVIDIA GEFORCE GTX 1660 TI,,https://avitela.lt/image/cache/catalog/p/98/307/308/21352/a52f4bf1-bd84-4cb1-ba9d-2384d6872848-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS ACER SWIFT 3 I5-1035G1/8GB/256GB SSD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/neiojamasis-kompiuteris-acer-swift-3-i5-1035g1-8gb-256gb-ssd-win10,729.99,,1920 x 1080 (FHD),i5,,8,256,INTEL UHD GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/21501/acer-swift-3-14-core-i5-8gb-512gb-ssd-laptop-iron-b-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS ACER ASPIRE 3 CORE I3-10110U/17.3'/4GB/512GB SSD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-acer-aspire-3-core-i3-10110u-17-3-4gb-512gb-ssd-win10,629.99,,1600 x 900 (HD+),i3,DDR4,4,512,INTEL UHD GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/40127/Screenshot_16-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS ACER ASPIRE 3 N4020/4GB/128GB SSD/WIN10S,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/neiojamasis-kompiuteris-acer-aspire-3-n4020-4gb-128gb-ssd-win10s,359.99,,1366 x 768 (HD),Intel Celeron,DDR4,4,128,INTEL UHD GRAPHICS 600,,https://avitela.lt/image/cache/catalog/p/98/307/308/39794/acer-aspire-3-a315-22-22g-34-wp-win10-01_8-1080x1000.png
NEŠIOJAMASIS KOMPIUTERIS TOSHIBA A40-E-198 I5-8250U/8GB/256GB SSD/WIN10 PRO,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-toshiba-a40-e-198-i5-8250u-8gb-256gb-ssd-win10-pro,699.99,,1920 x 1080 (FHD),i5-8250U,DDR4,8,256,INTEL HD GRAPHICS 620,,https://avitela.lt/image/cache/catalog/p/98/307/308/21068/4819577_700x700-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS ACER ASPIRE 5 I5-1035G1/8GB/512GB SSD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/neiojamasis-kompiuteris-acer-aspire-5-i5-1035g1-8gb-512gb-ssd-win10,749.99,,1920 x 1080 (FHD),i5,DDR4,8,512,INTEL UHD GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/39792/front__24048.1568058571-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS LENOVO IDEAPAD 3 I5-10210U/8GB/512GB SSD/MX330-2GB/DOS,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-lenovo-ideapad-3-i5-10210u-8gb-512gb-ssd-mx330-2gb-dos,759.99,,1920 x 1080 (FHD),i5,DDR4,8,512,NVIDIA GEFORCE MX330,,https://avitela.lt/image/cache/catalog/p/98/307/308/40112/Screenshot_30-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS OMEN BY HP 15-DC1900NA I5-9300H/8GB/256GB SSD/GTX1660TI-6GB/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-omen-by-hp-15-dc1900na-i5-9300h-8gb-256gb-ssd-gtx1660ti-6gb-win10,1069.99,,1920 x 1080 (FHD),i5-9300H,DDR4,8,256,NVIDIA GEFORCE GTX 1660 TI,,https://avitela.lt/image/cache/catalog/p/98/307/308/21362/hp_omen_15dc_rgb_front_1-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS TOSHIBA A30-E-16D I5-8250U/8GB/512GB SSD/WIN10 PRO,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-toshiba-a30-e-16d-i5-8250u-8gb-512gb-ssd-win10-pro,749.99,,1920 x 1080 (FHD),i5-8250U,DDR4,8,512,INTEL HD GRAPHICS 620,,https://avitela.lt/image/cache/catalog/p/98/307/308/21143/res1588755340033_portege-a30-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS ACER ASPIRE 7 RYZEN 7 3750H/8GB/512GB SSD/GTX1650TI-4GB/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/neiojamasis-kompiuteris-acer-aspire-7-ryzen-7-3750h-8gb-512gb-ssd-gtx1650ti-4gb-win10,949.99,,1920 x 1080 (FHD),Ryzen 7 3750H,DDR4,8,512,NVIDIA GEFORCE GTX 1650 TI,,https://avitela.lt/image/cache/catalog/p/98/307/309/21553/06bf0ae0fb0e763de957cca9d5469e74-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS ACER ASPIRE 5 AN515 I5-10300H/8GB/512GB SSD/GTX1650-4GB/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/neiojamasis-kompiuteris-acer-aspire-5-an515-i5-10300h-8gb-512gb-ssd-gtx1650-4gb-win10,979.99,,1920 x 1080 (FHD),i5,DDR4,8,512,NVIDIA GEFORCE GTX 1650,,https://avitela.lt/image/cache/catalog/p/98/307/308/21449/8fe3930c-05e4-4f6b-b0bc-89ced895a8f1-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS HP 250 G7 I5-8265U/4GB/256GB SSD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nesiojamasis-kompiuteris-hp-250-g7-i5-8265u-4gb-256gb-ssd-win10,599.99,,1920 x 1080 (FHD),i5,DDR4,4,256,INTEL HD GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/20026/8mg48es_1_supersize-1080x1000.jpg
STACIONARUS KOMPIUTERIS LENOVO IDEAPAD S1 14.0FHD/A6-9220E/4GB/64GB EMMC/W10S/PLATINUM GREY,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/stacionarus-kompiuteris-lenovo-ideapad-s1-14-0fhd-a6-9220e-4gb-64gb-emmc-w10s-platinum-grey,329,,1920 x 1080 (FHD),A6-9220E,DDR4,4,64,AMD Radeon R4,,https://avitela.lt/image/cache/catalog/p/98/307/308/21115/2_603730-4000x2314-1080x1000.jpg
NEŠIOJAMASIS KOMPIUTERIS ASUS X509MA-BQ339T PENTIUM N5030/4GB/256GB SSD/WIN10,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/neiojamasis-kompiuteris-asus-x509ma-bq339t-pentium-n5030-4gb-256gb-ssd-win10,449.99,,1920 x 1080 (FHD),Intel Pentium,DDR4,4,256,INTEL UHD GRAPHICS,,https://avitela.lt/image/cache/catalog/p/98/307/308/21800/ASUS-1-1080x1000.jpg
NEŠ.KOMP. APPLE MACBOOK AIR 13 I5 DC 1.8GHZ/8GB/128GB FLASH/INTEL HD 6000/INT,https://avitela.lt/kompiuterine-technika/nesiojamieji-kompiuteriai/nesiojami-kompiuteriai/nes-komp-apple-macbook-air-13-i5-dc-1-8ghz-8gb-128gb-flash-intel-hd-6000-int,999.99,,1440 x 900,i5,,8,128,,,https://avitela.lt/image/cache/catalog/p/98/307/308/3786/macbook_air_34r-screen-1080x1000.png
